id_a,firstname_a,middlename_a,surname_a,sex_a,postcode_a,dob_a,first1_a,first2_a,middle1_a,middle2_a,sur1_a,sur2_a,title_a,shortfirst1_a,initfirst1_a,shortfirst2_a,initfirst2_a,shortmiddle1_a,initmiddle1_a,shortmiddle2_a,initmiddle2_a,shortsur1_a,initsur1_a,shortsur2_a,initsur2_a,initials_a,daybirth_a,monthbirth_a,yearbirth_a,pcarea_a,pcdistrict_a,age_a,id_b,firstname_b,middlename_b,surname_b,sex_b,postcode_b,dob_b,first1_b,first2_b,middle1_b,middle2_b,sur1_b,sur2_b,title_b,shortfirst1_b,initfirst1_b,shortfirst2_b,initfirst2_b,shortmiddle1_b,initmiddle1_b,shortmiddle2_b,initmiddle2_b,shortsur1_b,initsur1_b,shortsur2_b,initsur2_b,initials_b,daybirth_b,monthbirth_b,yearbirth_b,pcarea_b,pcdistrict_b,age_b,Match_Status,matched_on
LA63BP_112,,GEORGE,ROBINSON,1,LA63BP,1987-02-05,,,GEORGE,,ROBINSON,,,,,,,GEO,G,,,ROB,R,,,GR,5,2,1987,LA,LA6,39,LA63BP_112,,GEORGE,ROBINSON,1,LA63BP,1987-02-05,,,GEORGE,,ROBINSON,,,,,,,GEO,G,,,ROB,R,,,GR,5,2,1987,LA,LA6,39,1,EXACT
LA63BP_113,MADDISON,,ROBINSON,2,LA63BP,1991-01-01,MADDISON,,,,ROBINSON,,,MAD,M,,,,,,,ROB,R,,,MR,1,1,1991,LA,LA6,35,LA63BP_113,MADDISON,,ROBINSON,2,LA63BP,1991-01-01,MADDISON,,,,ROBINSON,,,MAD,M,,,,,,,ROB,R,,,MR,1,1,1991,LA,LA6,35,1,EXACT
LA63BP_114,MUHAMMAD,HARRISON,EVANS,1,LA63BP,1989-03-01,MUHAMMAD,,HARRISON,,EVANS,,,MUH,M,,,HAR,H,,,EVA,E,,,MHE,1,3,1989,LA,LA6,37,LA63BP_114,MUHAMMAD,HARRISON,EVANS,1,LA63BP,1989-03-01,MUHAMMAD,,HARRISON,,EVANS,,,MUH,M,,,HAR,H,,,EVA,E,,,MHE,1,3,1989,LA,LA6,37,1,EXACT
LA63BP_118,MADDISON,THEA,HOPKINS,2,LA63BP,1993-01-04,MADDISON,,THEA,,HOPKINS,,,MAD,M,,,THE,T,,,HOP,H,,,MTH,4,1,1993,LA,LA6,33,LA63BP_118,MADDISON,THEA,HOPKINS,2,LA63BP,1993-01-04,MADDISON,,THEA,,HOPKINS,,,MAD,M,,,THE,T,,,HOP,H,,,MTH,4,1,1993,LA,LA6,33,1,EXACT
LA63BP_12,LUCAS,,,1,LA63BP,1987-03-01,LUCAS,,,,,,,LUC,L,,,,,,,,,,,L,1,3,1987,LA,LA6,39,LA63BP_12,LUCAS,,,1,LA63BP,1987-03-01,LUCAS,,,,,,,LUC,L,,,,,,,,,,,L,1,3,1987,LA,LA6,39,1,EXACT
LA63BP_121,,DAISY,HOPKINS,2,LA63BP,1984-01-01,,,DAISY,,HOPKINS,,,,,,,DAI,D,,,HOP,H,,,DH,1,1,1984,LA,LA6,42,LA63BP_121,,DAISY,HOPKINS,2,LA63BP,1984-01-01,,,DAISY,,HOPKINS,,,,,,,DAI,D,,,HOP,H,,,DH,1,1,1984,LA,LA6,42,1,EXACT
LA63BP_123,,,MURRAY,1,LA63BP,1986-02-05,,,,,MURRAY,,,,,,,,,,,MUR,M,,,M,5,2,1986,LA,LA6,40,LA63BP_123,,,MURRAY,1,LA63BP,1986-02-05,,,,,MURRAY,,,,,,,,,,,MUR,M,,,M,5,2,1986,LA,LA6,40,1,EXACT
LA63BP_124,RILEY,MUHAMMAD,WALLACE,1,LA63BP,1986-03-03,RILEY,,MUHAMMAD,,WALLACE,,,RIL,R,,,MUH,M,,,WAL,W,,,RMW,3,3,1986,LA,LA6,40,LA63BP_124,RILEY,MUHAMMAD,WALLACE,1,LA63BP,1986-03-03,RILEY,,MUHAMMAD,,WALLACE,,,RIL,R,,,MUH,M,,,WAL,W,,,RMW,3,3,1986,LA,LA6,40,1,EXACT
LA63BP_126,ESME,LUCIE,ROBINSON,2,LA63BP,1990-02-03,ESME,,LUCIE,,ROBINSON,,,ESM,E,,,LUC,L,,,ROB,R,,,ELR,3,2,1990,LA,LA6,36,LA63BP_126,ESME,LUCIE,ROBINSON,2,LA63BP,1990-02-03,ESME,,LUCIE,,ROBINSON,,,ESM,E,,,LUC,L,,,ROB,R,,,ELR,3,2,1990,LA,LA6,36,1,EXACT
LA63BP_128,LENA,ESME,HOPKINS,2,LA63BP,1992-01-01,LENA,,ESME,,HOPKINS,,,LEN,L,,,ESM,E,,,HOP,H,,,LEH,1,1,1992,LA,LA6,34,LA63BP_128,LENA,ESME,HOPKINS,2,LA63BP,1992-01-01,LENA,,ESME,,HOPKINS,,,LEN,L,,,ESM,E,,,HOP,H,,,LEH,1,1,1992,LA,LA6,34,1,EXACT
LA63BP_130,LUCAS,CHARLIE,BOOTH,1,LA63BP,1988-01-04,LUCAS,,CHARLIE,,BOOTH,,,LUC,L,,,CHA,C,,,BOO,B,,,LCB,4,1,1988,LA,LA6,38,LA63BP_130,LUCAS,CHARLIE,BOOTH,1,LA63BP,1988-01-04,LUCAS,,CHARLIE,,BOOTH,,,LUC,L,,,CHA,C,,,BOO,B,,,LCB,4,1,1988,LA,LA6,38,1,EXACT
LA63BP_134,,THEA,BOOTH,2,LA63BP,1989-03-05,,,THEA,,BOOTH,,,,,,,THE,T,,,BOO,B,,,TB,5,3,1989,LA,LA6,37,LA63BP_134,,THEA,BOOTH,2,LA63BP,1989-03-05,,,THEA,,BOOTH,,,,,,,THE,T,,,BOO,B,,,TB,5,3,1989,LA,LA6,37,1,EXACT
LA63BP_135,RILEY,LUCAS,HOPKINS,1,LA63BP,1983-03-04,RILEY,,LUCAS,,HOPKINS,,,RIL,R,,,LUC,L,,,HOP,H,,,RLH,4,3,1983,LA,LA6,43,LA63BP_135,RILEY,LUCAS,HOPKINS,1,LA63BP,1983-03-04,RILEY,,LUCAS,,HOPKINS,,,RIL,R,,,LUC,L,,,HOP,H,,,RLH,4,3,1983,LA,LA6,43,1,EXACT
LA63BP_145,MUHAMMAD,CALLUM,JAMES,1,LA63BP,1993-01-07,MUHAMMAD,,CALLUM,,JAMES,,,MUH,M,,,CAL,C,,,JAM,J,,,MCJ,7,1,1993,LA,LA6,33,LA63BP_145,MUHAMMAD,CALLUM,JAMES,1,LA63BP,1993-01-07,MUHAMMAD,,CALLUM,,JAMES,,,MUH,M,,,CAL,C,,,JAM,J,,,MCJ,7,1,1993,LA,LA6,33,1,EXACT
LA63BP_19,DYLAN,,,1,LA63BP,1992-02-04,DYLAN,,,,,,,DYL,D,,,,,,,,,,,D,4,2,1992,LA,LA6,34,LA63BP_19,DYLAN,,,1,LA63BP,1992-02-04,DYLAN,,,,,,,DYL,D,,,,,,,,,,,D,4,2,1992,LA,LA6,34,1,EXACT
LA63BP_20,,FLORENCE,HARRISON,2,LA63BP,1983-03-06,,,FLORENCE,,HARRISON,,,,,,,FLO,F,,,HAR,H,,,FH,6,3,1983,LA,LA6,43,LA63BP_20,,FLORENCE,HARRISON,2,LA63BP,1983-03-06,,,FLORENCE,,HARRISON,,,,,,,FLO,F,,,HAR,H,,,FH,6,3,1983,LA,LA6,43,1,EXACT
LA63BP_22,CAMERON,,HARRISON,1,LA63BP,1986-02-08,CAMERON,,,,HARRISON,,,CAM,C,,,,,,,HAR,H,,,CH,8,2,1986,LA,LA6,40,LA63BP_22,CAMERON,,HARRISON,1,LA63BP,1986-02-08,CAMERON,,,,HARRISON,,,CAM,C,,,,,,,HAR,H,,,CH,8,2,1986,LA,LA6,40,1,EXACT
LA63BP_24,,,ROBINSON,1,LA63BP,1987-03-02,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,2,3,1987,LA,LA6,39,LA63BP_24,,,ROBINSON,1,LA63BP,1987-03-02,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,2,3,1987,LA,LA6,39,1,EXACT
LA63BP_28,ESME,LYLA,CHAPMAN,2,LA63BP,1984-02-07,ESME,,LYLA,,CHAPMAN,,,ESM,E,,,LYL,L,,,CHA,C,,,ELC,7,2,1984,LA,LA6,42,LA63BP_28,ESME,LYLA,CHAPMAN,2,LA63BP,1984-02-07,ESME,,LYLA,,CHAPMAN,,,ESM,E,,,LYL,L,,,CHA,C,,,ELC,7,2,1984,LA,LA6,42,1,EXACT
LA63BP_29,CAMERON,,EVANS,1,LA63BP,1983-01-07,CAMERON,,,,EVANS,,,CAM,C,,,,,,,EVA,E,,,CE,7,1,1983,LA,LA6,43,LA63BP_29,CAMERON,,EVANS,1,LA63BP,1983-01-07,CAMERON,,,,EVANS,,,CAM,C,,,,,,,EVA,E,,,CE,7,1,1983,LA,LA6,43,1,EXACT
LA63BP_30,RILEY,,EVANS,1,LA63BP,1983-01-03,RILEY,,,,EVANS,,,RIL,R,,,,,,,EVA,E,,,RE,3,1,1983,LA,LA6,43,LA63BP_30,RILEY,,EVANS,1,LA63BP,1983-01-03,RILEY,,,,EVANS,,,RIL,R,,,,,,,EVA,E,,,RE,3,1,1983,LA,LA6,43,1,EXACT
LA63BP_38,GEORGE,CALLUM,EVANS,1,LA63BP,1986-02-07,GEORGE,,CALLUM,,EVANS,,,GEO,G,,,CAL,C,,,EVA,E,,,GCE,7,2,1986,LA,LA6,40,LA63BP_38,GEORGE,CALLUM,EVANS,1,LA63BP,1986-02-07,GEORGE,,CALLUM,,EVANS,,,GEO,G,,,CAL,C,,,EVA,E,,,GCE,7,2,1986,LA,LA6,40,1,EXACT
LA63BP_39,MUHAMMAD,,MURRAY,1,LA63BP,1989-02-05,MUHAMMAD,,,,MURRAY,,,MUH,M,,,,,,,MUR,M,,,MM,5,2,1989,LA,LA6,37,LA63BP_39,MUHAMMAD,,MURRAY,1,LA63BP,1989-02-05,MUHAMMAD,,,,MURRAY,,,MUH,M,,,,,,,MUR,M,,,MM,5,2,1989,LA,LA6,37,1,EXACT
LA63BP_40,HOLLIE,,BOOTH,2,LA63BP,1993-01-06,HOLLIE,,,,BOOTH,,,HOL,H,,,,,,,BOO,B,,,HB,6,1,1993,LA,LA6,33,LA63BP_40,HOLLIE,,BOOTH,2,LA63BP,1993-01-06,HOLLIE,,,,BOOTH,,,HOL,H,,,,,,,BOO,B,,,HB,6,1,1993,LA,LA6,33,1,EXACT
LA63BP_41,THEO,MUHAMMAD,HARRISON,1,LA63BP,1989-03-08,THEO,,MUHAMMAD,,HARRISON,,,THE,T,,,MUH,M,,,HAR,H,,,TMH,8,3,1989,LA,LA6,37,LA63BP_41,THEO,MUHAMMAD,HARRISON,1,LA63BP,1989-03-08,THEO,,MUHAMMAD,,HARRISON,,,THE,T,,,MUH,M,,,HAR,H,,,TMH,8,3,1989,LA,LA6,37,1,EXACT
LA63BP_47,LUCIE,DAISY,BOOTH,2,LA63BP,1990-01-04,LUCIE,,DAISY,,BOOTH,,,LUC,L,,,DAI,D,,,BOO,B,,,LDB,4,1,1990,LA,LA6,36,LA63BP_47,LUCIE,DAISY,BOOTH,2,LA63BP,1990-01-04,LUCIE,,DAISY,,BOOTH,,,LUC,L,,,DAI,D,,,BOO,B,,,LDB,4,1,1990,LA,LA6,36,1,EXACT
LA63BP_48,THEA,ESME,MURRAY,2,LA63BP,1988-02-01,THEA,,ESME,,MURRAY,,,THE,T,,,ESM,E,,,MUR,M,,,TEM,1,2,1988,LA,LA6,38,LA63BP_48,THEA,ESME,MURRAY,2,LA63BP,1988-02-01,THEA,,ESME,,MURRAY,,,THE,T,,,ESM,E,,,MUR,M,,,TEM,1,2,1988,LA,LA6,38,1,EXACT
LA63BP_49,MUHAMMAD,,BOOTH,1,LA63BP,1985-01-04,MUHAMMAD,,,,BOOTH,,,MUH,M,,,,,,,BOO,B,,,MB,4,1,1985,LA,LA6,41,LA63BP_49,MUHAMMAD,,BOOTH,1,LA63BP,1985-01-04,MUHAMMAD,,,,BOOTH,,,MUH,M,,,,,,,BOO,B,,,MB,4,1,1985,LA,LA6,41,1,EXACT
LA63BP_53,LENA,HOLLIE,HOPKINS,2,LA63BP,1988-03-08,LENA,,HOLLIE,,HOPKINS,,,LEN,L,,,HOL,H,,,HOP,H,,,LHH,8,3,1988,LA,LA6,38,LA63BP_53,LENA,HOLLIE,HOPKINS,2,LA63BP,1988-03-08,LENA,,HOLLIE,,HOPKINS,,,LEN,L,,,HOL,H,,,HOP,H,,,LHH,8,3,1988,LA,LA6,38,1,EXACT
LA63BP_60,DYLAN,,CHAPMAN,1,LA63BP,1987-01-08,DYLAN,,,,CHAPMAN,,,DYL,D,,,,,,,CHA,C,,,DC,8,1,1987,LA,LA6,39,LA63BP_60,DYLAN,,CHAPMAN,1,LA63BP,1987-01-08,DYLAN,,,,CHAPMAN,,,DYL,D,,,,,,,CHA,C,,,DC,8,1,1987,LA,LA6,39,1,EXACT
LA63BP_61,MADDISON,,MURRAY,2,LA63BP,1983-03-06,MADDISON,,,,MURRAY,,,MAD,M,,,,,,,MUR,M,,,MM,6,3,1983,LA,LA6,43,LA63BP_61,MADDISON,,MURRAY,2,LA63BP,1983-03-06,MADDISON,,,,MURRAY,,,MAD,M,,,,,,,MUR,M,,,MM,6,3,1983,LA,LA6,43,1,EXACT
LA63BP_62,ESME,MADDISON,ROBINSON,2,LA63BP,1988-01-03,ESME,,MADDISON,,ROBINSON,,,ESM,E,,,MAD,M,,,ROB,R,,,EMR,3,1,1988,LA,LA6,38,LA63BP_62,ESME,MADDISON,ROBINSON,2,LA63BP,1988-01-03,ESME,,MADDISON,,ROBINSON,,,ESM,E,,,MAD,M,,,ROB,R,,,EMR,3,1,1988,LA,LA6,38,1,EXACT
LA63BP_65,CHARLIE,,ROBINSON,1,LA63BP,1991-01-02,CHARLIE,,,,ROBINSON,,,CHA,C,,,,,,,ROB,R,,,CR,2,1,1991,LA,LA6,35,LA63BP_65,CHARLIE,,ROBINSON,1,LA63BP,1991-01-02,CHARLIE,,,,ROBINSON,,,CHA,C,,,,,,,ROB,R,,,CR,2,1,1991,LA,LA6,35,1,EXACT
LA63BP_66,LYLA,LUCIE,EVANS,2,LA63BP,1991-01-08,LYLA,,LUCIE,,EVANS,,,LYL,L,,,LUC,L,,,EVA,E,,,LLE,8,1,1991,LA,LA6,35,LA63BP_66,LYLA,LUCIE,EVANS,2,LA63BP,1991-01-08,LYLA,,LUCIE,,EVANS,,,LYL,L,,,LUC,L,,,EVA,E,,,LLE,8,1,1991,LA,LA6,35,1,EXACT
LA63BP_68,HOLLIE,DAISY,,2,LA63BP,1988-02-04,HOLLIE,,DAISY,,,,,HOL,H,,,DAI,D,,,,,,,HD,4,2,1988,LA,LA6,38,LA63BP_68,HOLLIE,DAISY,,2,LA63BP,1988-02-04,HOLLIE,,DAISY,,,,,HOL,H,,,DAI,D,,,,,,,HD,4,2,1988,LA,LA6,38,1,EXACT
LA63BP_7,,HOLLIE,WALLACE,2,LA63BP,1990-01-03,,,HOLLIE,,WALLACE,,,,,,,HOL,H,,,WAL,W,,,HW,3,1,1990,LA,LA6,36,LA63BP_7,,HOLLIE,WALLACE,2,LA63BP,1990-01-03,,,HOLLIE,,WALLACE,,,,,,,HOL,H,,,WAL,W,,,HW,3,1,1990,LA,LA6,36,1,EXACT
LA63BP_71,DAISY,,EVANS,2,LA63BP,1985-03-01,DAISY,,,,EVANS,,,DAI,D,,,,,,,EVA,E,,,DE,1,3,1985,LA,LA6,41,LA63BP_71,DAISY,,EVANS,2,LA63BP,1985-03-01,DAISY,,,,EVANS,,,DAI,D,,,,,,,EVA,E,,,DE,1,3,1985,LA,LA6,41,1,EXACT
LA63BP_93,LUCAS,CHARLIE,ROBINSON,1,LA63BP,1986-01-08,LUCAS,,CHARLIE,,ROBINSON,,,LUC,L,,,CHA,C,,,ROB,R,,,LCR,8,1,1986,LA,LA6,40,LA63BP_93,LUCAS,CHARLIE,ROBINSON,1,LA63BP,1986-01-08,LUCAS,,CHARLIE,,ROBINSON,,,LUC,L,,,CHA,C,,,ROB,R,,,LCR,8,1,1986,LA,LA6,40,1,EXACT
LA63BP_94,CALLUM,GEORGE,MURRAY,1,LA63BP,1984-02-05,CALLUM,,GEORGE,,MURRAY,,,CAL,C,,,GEO,G,,,MUR,M,,,CGM,5,2,1984,LA,LA6,42,LA63BP_94,CALLUM,GEORGE,MURRAY,1,LA63BP,1984-02-05,CALLUM,,GEORGE,,MURRAY,,,CAL,C,,,GEO,G,,,MUR,M,,,CGM,5,2,1984,LA,LA6,42,1,EXACT
LA63BP_95,DAISY,THEA,HOPKINS,2,LA63BP,1983-02-03,DAISY,,THEA,,HOPKINS,,,DAI,D,,,THE,T,,,HOP,H,,,DTH,3,2,1983,LA,LA6,43,LA63BP_95,DAISY,THEA,HOPKINS,2,LA63BP,1983-02-03,DAISY,,THEA,,HOPKINS,,,DAI,D,,,THE,T,,,HOP,H,,,DTH,3,2,1983,LA,LA6,43,1,EXACT
LA63BP_96,MUHAMMAD,,ROBINSON,1,LA63BP,1989-03-01,MUHAMMAD,,,,ROBINSON,,,MUH,M,,,,,,,ROB,R,,,MR,1,3,1989,LA,LA6,37,LA63BP_96,MUHAMMAD,,ROBINSON,1,LA63BP,1989-03-01,MUHAMMAD,,,,ROBINSON,,,MUH,M,,,,,,,ROB,R,,,MR,1,3,1989,LA,LA6,37,1,EXACT
LA63DH_101,ESME,,HOPKINS,2,LA63DH,1987-02-03,ESME,,,,HOPKINS,,,ESM,E,,,,,,,HOP,H,,,EH,3,2,1987,LA,LA6,39,LA63DH_101,ESME,,HOPKINS,2,LA63DH,1987-02-03,ESME,,,,HOPKINS,,,ESM,E,,,,,,,HOP,H,,,EH,3,2,1987,LA,LA6,39,1,EXACT
LA63DH_102,THEA,,ROBINSON,2,LA63DH,1992-03-06,THEA,,,,ROBINSON,,,THE,T,,,,,,,ROB,R,,,TR,6,3,1992,LA,LA6,34,LA63DH_102,THEA,,ROBINSON,2,LA63DH,1992-03-06,THEA,,,,ROBINSON,,,THE,T,,,,,,,ROB,R,,,TR,6,3,1992,LA,LA6,34,1,EXACT
LA63DH_104,DYLAN,HARRISON,ROBINSON,1,LA63DH,1989-01-07,DYLAN,,HARRISON,,ROBINSON,,,DYL,D,,,HAR,H,,,ROB,R,,,DHR,7,1,1989,LA,LA6,37,LA63DH_104,DYLAN,HARRISON,ROBINSON,1,LA63DH,1989-01-07,DYLAN,,HARRISON,,ROBINSON,,,DYL,D,,,HAR,H,,,ROB,R,,,DHR,7,1,1989,LA,LA6,37,1,EXACT
LA63DH_11,LENA,THEA,MURRAY,2,LA63DH,1993-03-04,LENA,,THEA,,MURRAY,,,LEN,L,,,THE,T,,,MUR,M,,,LTM,4,3,1993,LA,LA6,33,LA63DH_11,LENA,THEA,MURRAY,2,LA63DH,1993-03-04,LENA,,THEA,,MURRAY,,,LEN,L,,,THE,T,,,MUR,M,,,LTM,4,3,1993,LA,LA6,33,1,EXACT
LA63DH_113,,THEA,COLLINS,2,LA63DH,1987-02-01,,,THEA,,COLLINS,,,,,,,THE,T,,,COL,C,,,TC,1,2,1987,LA,LA6,39,LA63DH_113,,THEA,COLLINS,2,LA63DH,1987-02-01,,,THEA,,COLLINS,,,,,,,THE,T,,,COL,C,,,TC,1,2,1987,LA,LA6,39,1,EXACT
LA63DH_12,CALLUM,CAMERON,CHAPMAN,1,LA63DH,1986-01-08,CALLUM,,CAMERON,,CHAPMAN,,,CAL,C,,,CAM,C,,,CHA,C,,,CCC,8,1,1986,LA,LA6,40,LA63DH_12,CALLUM,CAMERON,CHAPMAN,1,LA63DH,1986-01-08,CALLUM,,CAMERON,,CHAPMAN,,,CAL,C,,,CAM,C,,,CHA,C,,,CCC,8,1,1986,LA,LA6,40,1,EXACT
LA63DH_126,FLORENCE,DAISY,,2,LA63DH,1984-03-08,FLORENCE,,DAISY,,,,,FLO,F,,,DAI,D,,,,,,,FD,8,3,1984,LA,LA6,42,LA63DH_126,FLORENCE,DAISY,,2,LA63DH,1984-03-08,FLORENCE,,DAISY,,,,,FLO,F,,,DAI,D,,,,,,,FD,8,3,1984,LA,LA6,42,1,EXACT
LA63DH_129,,GEORGE,ROBINSON,1,LA63DH,1991-02-01,,,GEORGE,,ROBINSON,,,,,,,GEO,G,,,ROB,R,,,GR,1,2,1991,LA,LA6,35,LA63DH_129,,GEORGE,ROBINSON,1,LA63DH,1991-02-01,,,GEORGE,,ROBINSON,,,,,,,GEO,G,,,ROB,R,,,GR,1,2,1991,LA,LA6,35,1,EXACT
LA63DH_13,LYLA,HOLLIE,EVANS,2,LA63DH,1987-03-05,LYLA,,HOLLIE,,EVANS,,,LYL,L,,,HOL,H,,,EVA,E,,,LHE,5,3,1987,LA,LA6,39,LA63DH_13,LYLA,HOLLIE,EVANS,2,LA63DH,1987-03-05,LYLA,,HOLLIE,,EVANS,,,LYL,L,,,HOL,H,,,EVA,E,,,LHE,5,3,1987,LA,LA6,39,1,EXACT
LA63DH_131,HOPE,HOLLIE,EVANS,2,LA63DH,1987-03-02,HOPE,,HOLLIE,,EVANS,,,HOP,H,,,HOL,H,,,EVA,E,,,HHE,2,3,1987,LA,LA6,39,LA63DH_131,HOPE,HOLLIE,EVANS,2,LA63DH,1987-03-02,HOPE,,HOLLIE,,EVANS,,,HOP,H,,,HOL,H,,,EVA,E,,,HHE,2,3,1987,LA,LA6,39,1,EXACT
LA63DH_133,,LUCIE,WALLACE,2,LA63DH,1989-02-07,,,LUCIE,,WALLACE,,,,,,,LUC,L,,,WAL,W,,,LW,7,2,1989,LA,LA6,37,LA63DH_133,,LUCIE,WALLACE,2,LA63DH,1989-02-07,,,LUCIE,,WALLACE,,,,,,,LUC,L,,,WAL,W,,,LW,7,2,1989,LA,LA6,37,1,EXACT
LA63DH_137,,,COLLINS,1,LA63DH,1986-03-03,,,,,COLLINS,,,,,,,,,,,COL,C,,,C,3,3,1986,LA,LA6,40,LA63DH_137,,,COLLINS,1,LA63DH,1986-03-03,,,,,COLLINS,,,,,,,,,,,COL,C,,,C,3,3,1986,LA,LA6,40,1,EXACT
LA63DH_140,RILEY,,BOOTH,1,LA63DH,1984-02-07,RILEY,,,,BOOTH,,,RIL,R,,,,,,,BOO,B,,,RB,7,2,1984,LA,LA6,42,LA63DH_140,RILEY,,BOOTH,1,LA63DH,1984-02-07,RILEY,,,,BOOTH,,,RIL,R,,,,,,,BOO,B,,,RB,7,2,1984,LA,LA6,42,1,EXACT
LA63DH_141,MUHAMMAD,,JAMES,1,LA63DH,1989-03-07,MUHAMMAD,,,,JAMES,,,MUH,M,,,,,,,JAM,J,,,MJ,7,3,1989,LA,LA6,37,LA63DH_141,MUHAMMAD,,JAMES,1,LA63DH,1989-03-07,MUHAMMAD,,,,JAMES,,,MUH,M,,,,,,,JAM,J,,,MJ,7,3,1989,LA,LA6,37,1,EXACT
LA63DH_143,CHARLIE,LUCAS,JAMES,1,LA63DH,1983-02-07,CHARLIE,,LUCAS,,JAMES,,,CHA,C,,,LUC,L,,,JAM,J,,,CLJ,7,2,1983,LA,LA6,43,LA63DH_143,CHARLIE,LUCAS,JAMES,1,LA63DH,1983-02-07,CHARLIE,,LUCAS,,JAMES,,,CHA,C,,,LUC,L,,,JAM,J,,,CLJ,7,2,1983,LA,LA6,43,1,EXACT
LA63DH_144,,,MURRAY,2,LA63DH,1983-03-06,,,,,MURRAY,,,,,,,,,,,MUR,M,,,M,6,3,1983,LA,LA6,43,LA63DH_144,,,MURRAY,2,LA63DH,1983-03-06,,,,,MURRAY,,,,,,,,,,,MUR,M,,,M,6,3,1983,LA,LA6,43,1,EXACT
LA63DH_146,DAISY,HOLLIE,MURRAY,2,LA63DH,1988-02-04,DAISY,,HOLLIE,,MURRAY,,,DAI,D,,,HOL,H,,,MUR,M,,,DHM,4,2,1988,LA,LA6,38,LA63DH_146,DAISY,HOLLIE,MURRAY,2,LA63DH,1988-02-04,DAISY,,HOLLIE,,MURRAY,,,DAI,D,,,HOL,H,,,MUR,M,,,DHM,4,2,1988,LA,LA6,38,1,EXACT
LA63DH_17,ESME,,COLLINS,2,LA63DH,1983-01-04,ESME,,,,COLLINS,,,ESM,E,,,,,,,COL,C,,,EC,4,1,1983,LA,LA6,43,LA63DH_17,ESME,,COLLINS,2,LA63DH,1983-01-04,ESME,,,,COLLINS,,,ESM,E,,,,,,,COL,C,,,EC,4,1,1983,LA,LA6,43,1,EXACT
LA63DH_18,HOLLIE,,CHAPMAN,2,LA63DH,1989-03-06,HOLLIE,,,,CHAPMAN,,,HOL,H,,,,,,,CHA,C,,,HC,6,3,1989,LA,LA6,37,LA63DH_18,HOLLIE,,CHAPMAN,2,LA63DH,1989-03-06,HOLLIE,,,,CHAPMAN,,,HOL,H,,,,,,,CHA,C,,,HC,6,3,1989,LA,LA6,37,1,EXACT
LA63DH_2,HOPE,THEA,ROBINSON,2,LA63DH,1985-03-02,HOPE,,THEA,,ROBINSON,,,HOP,H,,,THE,T,,,ROB,R,,,HTR,2,3,1985,LA,LA6,41,LA63DH_2,HOPE,THEA,ROBINSON,2,LA63DH,1985-03-02,HOPE,,THEA,,ROBINSON,,,HOP,H,,,THE,T,,,ROB,R,,,HTR,2,3,1985,LA,LA6,41,1,EXACT
LA63DH_20,,,ROBINSON,2,LA63DH,1989-01-08,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,8,1,1989,LA,LA6,37,LA63DH_20,,,ROBINSON,2,LA63DH,1989-01-08,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,8,1,1989,LA,LA6,37,1,EXACT
LA63DH_22,FLORENCE,,CHAPMAN,2,LA63DH,1983-03-05,FLORENCE,,,,CHAPMAN,,,FLO,F,,,,,,,CHA,C,,,FC,5,3,1983,LA,LA6,43,LA63DH_22,FLORENCE,,CHAPMAN,2,LA63DH,1983-03-05,FLORENCE,,,,CHAPMAN,,,FLO,F,,,,,,,CHA,C,,,FC,5,3,1983,LA,LA6,43,1,EXACT
LA63DH_25,DYLAN,THEO,COLLINS,1,LA63DH,1992-01-02,DYLAN,,THEO,,COLLINS,,,DYL,D,,,THE,T,,,COL,C,,,DTC,2,1,1992,LA,LA6,34,LA63DH_25,DYLAN,THEO,COLLINS,1,LA63DH,1992-01-02,DYLAN,,THEO,,COLLINS,,,DYL,D,,,THE,T,,,COL,C,,,DTC,2,1,1992,LA,LA6,34,1,EXACT
LA63DH_3,LENA,,CHAPMAN,2,LA63DH,1991-02-04,LENA,,,,CHAPMAN,,,LEN,L,,,,,,,CHA,C,,,LC,4,2,1991,LA,LA6,35,LA63DH_3,LENA,,CHAPMAN,2,LA63DH,1991-02-04,LENA,,,,CHAPMAN,,,LEN,L,,,,,,,CHA,C,,,LC,4,2,1991,LA,LA6,35,1,EXACT
LA63DH_32,LUCIE,,EVANS,2,LA63DH,1988-02-02,LUCIE,,,,EVANS,,,LUC,L,,,,,,,EVA,E,,,LE,2,2,1988,LA,LA6,38,LA63DH_32,LUCIE,,EVANS,2,LA63DH,1988-02-02,LUCIE,,,,EVANS,,,LUC,L,,,,,,,EVA,E,,,LE,2,2,1988,LA,LA6,38,1,EXACT
LA63DH_34,CHARLIE,GEORGE,HARRISON,1,LA63DH,1991-01-02,CHARLIE,,GEORGE,,HARRISON,,,CHA,C,,,GEO,G,,,HAR,H,,,CGH,2,1,1991,LA,LA6,35,LA63DH_34,CHARLIE,GEORGE,HARRISON,1,LA63DH,1991-01-02,CHARLIE,,GEORGE,,HARRISON,,,CHA,C,,,GEO,G,,,HAR,H,,,CGH,2,1,1991,LA,LA6,35,1,EXACT
